rank,count_weeks_norm
31,1.0
31,1.0
31,1.0
31,1.0
31,1.0
31,1.0
31,1.0
31,1.0
31,1.0
31,0.6666666666666666
31,1.0
31,1.0
31,1.0
31,1.0
31,1.0
31,1.0
31,1.0
31,1.0
31,1.0
31,1.0
31,0.6666666666666666
31,0.6666666666666666
31,0.14285714285714285
31,0.9285714285714286
31,0.9285714285714286
31,0.9285714285714286
31,1.0
31,0.14285714285714285
31,0.14285714285714285
31,0.14285714285714285
31,0.14285714285714285
31,0.7857142857142857
31,0.7857142857142857
31,1.0
31,1.0
31,1.0
31,0.14285714285714285
31,0.14285714285714285
31,1.0
31,1.0
31,0.35714285714285715
31,0.35714285714285715
31,1.0
31,0.14285714285714285
31,1.0
31,1.0
31,0.14285714285714285
31,0.14285714285714285
31,0.14285714285714285
31,0.14285714285714285
31,0.14285714285714285
31,1.0
31,0.14285714285714285
31,0.14285714285714285
31,0.14285714285714285
31,0.14285714285714285
31,0.14285714285714285
31,0.14285714285714285
31,1.0
31,1.0
31,1.0
31,1.0
31,1.0
31,0.14285714285714285
31,1.0
31,1.0
31,1.0
31,1.0
31,1.0
31,1.0
31,1.0
31,0.14285714285714285
31,1.0
31,1.0
31,1.0
31,0.6428571428571429
31,0.6428571428571429
31,1.0
31,1.0
31,0.14285714285714285
31,0.5714285714285714
31,0.5714285714285714
31,1.0
31,1.0
31,0.21428571428571427
31,0.21428571428571427
31,1.0
31,1.0
31,1.0
31,0.14285714285714285
31,0.8571428571428571
31,0.8571428571428571
31,0.8571428571428571
31,1.0
31,1.0
31,1.0
31,0.2857142857142857
31,0.35714285714285715
31,1.0
31,1.0
31,1.0
31,0.9285714285714286
31,0.21428571428571427
31,1.0
31,1.0
31,1.0
31,1.0
31,0.6428571428571429
31,0.6428571428571429
31,1.0
31,1.0
31,1.0
31,1.0
31,1.0
31,1.0
31,0.3076923076923077
31,0.8461538461538461
31,0.9230769230769231
31,1.0
31,1.0
31,1.0
31,1.0
31,1.0
31,1.0
31,1.0
31,1.0
31,1.0
31,1.0
31,1.0
31,1.0
31,0.14285714285714285
31,1.0
31,0.14285714285714285
31,0.14285714285714285
