age,avg(AS)
54,23.571428571428573
34,24.75
31,27.285714285714285
30,19.764705882352942
27,32.0
44,19.058823529411764
54,18.0
31,21.294117647058822
27,36.529411764705884
60,16.333333333333332
35,20.4
50,22.4
54,19.58823529411765
22,25.11111111111111
55,6.181818181818182
25,22.727272727272727
27,26.58823529411765
46,34.75
36,28.333333333333332
40,18.25
51,18.176470588235293
24,35.470588235294116
50,17.41176470588235
52,16.0
35,19.466666666666665
44,31.0
65,24.857142857142858
37,34.46666666666667
37,19.714285714285715
49,27.636363636363637
34,15.0625
50,10.875
49,21.0
63,35.411764705882355
48,34.11764705882353
48,22.11764705882353
49,17.933333333333334
46,25.066666666666666
30,25.75
35,26.0
50,22.75
21,44.0
27,32.857142857142854
46,21.076923076923077
54,12.25
30,50.94117647058823
38,8.0
26,26.666666666666668
51,18.705882352941178
33,76.52941176470588
43,13.3125
27,32.266666666666666
54,8.8
35,28.058823529411764
33,32.2
38,20.5625
19,34.705882352941174
54,24.666666666666668
29,46.166666666666664
38,13.0
21,9.375
38,29.5
31,40.76470588235294
49,7.764705882352941
19,21.764705882352942
42,23.764705882352942
35,30.764705882352942
20,33.94117647058823
35,12.352941176470589
45,25.0
21,22.705882352941178
41,14.9375
60,18.0
35,23.41176470588235
40,20.285714285714285
24,15.0
27,23.0
47,18.0
39,16.533333333333335
34,32.46666666666667
57,41.875
49,34.2
35,41.0
22,42.07692307692308
42,18.933333333333334
21,41.5
39,48.13333333333333
50,19.88235294117647
22,27.6875
28,37.92307692307692
30,26.2
26,62.0
47,29.466666666666665
24,28.8
44,50.357142857142854
27,31.058823529411764
54,52.46666666666667
41,31.41176470588235
25,28.058823529411764
35,26.666666666666668
42,18.466666666666665
57,14.3125
25,31.11764705882353
45,14.0
36,32.666666666666664
54,17.941176470588236
32,20.470588235294116
32,32.53333333333333
45,27.0
33,33.64705882352941
37,40.529411764705884
64,20.46153846153846
43,20.5
24,16.266666666666666
39,44.15384615384615
42,31.428571428571427
65,63.333333333333336
36,34.3
21,20.294117647058822
40,41.35294117647059
24,21.9375
44,13.0
43,25.2
32,31.0
42,23.818181818181817
56,20.25
24,34.0
26,27.764705882352942
27,35.30769230769231
26,14.272727272727273
40,18.235294117647058
54,20.529411764705884
44,37.64705882352941
26,19.41176470588235
40,13.555555555555555
24,24.176470588235293
45,26.833333333333332
26,22.764705882352942
27,27.88235294117647
32,16.058823529411764
29,19.3
25,38.0
51,26.823529411764707
24,24.647058823529413
49,29.25
60,32.2
35,25.176470588235293
56,20.58823529411765
46,19.2
47,15.058823529411764
55,19.833333333333332
48,18.764705882352942
39,15.529411764705882
19,35.0
56,26.642857142857142
55,20.0
35,27.647058823529413
28,21.0
24,24.25
67,15.083333333333334
31,17.352941176470587
44,12.875
24,20.529411764705884
46,28.6875
28,14.0
32,30.6
29,23.5
53,19.0
36,38.25
61,19.625
29,23.583333333333332
61,18.0
34,51.0
48,34.625
26,56.0
20,37.05882352941177
44,15.705882352941176
32,35.3125
52,11.0
25,27.625
33,28.0
47,17.11764705882353
48,49.35294117647059
45,25.58823529411765
21,30.4
24,34.38461538461539
54,7.0
26,28.0
52,22.058823529411764
53,45.6875
47,16.0
60,17.933333333333334
30,35.529411764705884
45,31.647058823529413
26,31.272727272727273
40,23.75
49,12.0
38,26.0
30,31.058823529411764
54,32.0
21,34.333333333333336
42,25.285714285714285
27,34.0
45,51.84615384615385
30,54.55555555555556
35,24.571428571428573
46,22.529411764705884
49,22.5
25,27.823529411764707
25,31.714285714285715
25,37.92857142857143
31,34.125
45,22.764705882352942
33,45.75
40,19.6
67,39.90909090909091
32,23.1875
34,26.294117647058822
34,21.928571428571427
38,23.470588235294116
35,35.666666666666664
54,13.846153846153847
39,15.588235294117647
48,33.5
47,27.705882352941178
57,23.0
21,13.647058823529411
29,21.0
37,32.0
52,18.58823529411765
30,25.8
35,38.07692307692308
28,20.0
34,27.470588235294116
43,15.0
53,39.666666666666664
58,18.181818181818183
46,36.05882352941177
37,42.666666666666664
51,31.0
25,50.0
23,40.0
44,31.764705882352942
41,27.8
25,31.0
51,28.0
44,24.166666666666668
42,27.470588235294116
34,29.125
43,17.294117647058822
59,37.93333333333333
22,40.625
49,26.5
52,24.0
50,32.5625
23,32.55555555555556
30,17.294117647058822
27,34.23529411764706
52,35.0
47,14.833333333333334
56,24.384615384615383
59,39.0
41,29.11111111111111
44,15.470588235294118
69,28.5
57,12.625
28,30.076923076923077
41,21.8125
32,31.705882352941178
30,22.0
23,27.125
51,38.05882352941177
44,26.444444444444443
22,34.9375
28,16.294117647058822
46,35.5
53,34.333333333333336
45,18.8
24,26.0
56,31.88235294117647
58,23.0625
54,40.705882352941174
47,24.8125
22,27.6875
46,17.0
55,7.0
56,20.166666666666668
53,51.76470588235294
22,32.470588235294116
32,40.15384615384615
46,37.88235294117647
47,44.11764705882353
51,40.8235294117647
52,31.764705882352942
26,32.94117647058823
32,26.0
35,18.0
22,42.8235294117647
33,28.444444444444443
56,17.0
53,29.76923076923077
42,17.58823529411765
43,24.46153846153846
59,31.294117647058822
23,23.5
49,19.1875
25,47.1875
39,27.0
23,41.0
50,22.266666666666666
50,15.9
50,27.7
26,27.705882352941178
31,25.533333333333335
45,18.25
36,18.466666666666665
32,37.88235294117647
65,46.8125
48,29.529411764705884
34,52.38461538461539
34,29.0
61,22.647058823529413
32,17.0
53,25.0
31,47.1764705882353
38,52.63636363636363
25,27.0
37,34.0
31,23.285714285714285
39,43.55555555555556
23,37.0
26,56.61538461538461
33,29.142857142857142
23,20.235294117647058
36,17.8125
46,17.307692307692307
27,38.8235294117647
34,33.5625
49,23.5
42,20.58823529411765
44,30.470588235294116
39,10.235294117647058
36,36.0
49,20.647058823529413
40,33.0625
32,21.0
35,38.53846153846154
36,23.375
49,11.733333333333333
31,31.933333333333334
27,25.1875
25,25.2
28,38.76470588235294
36,27.11764705882353
28,12.882352941176471
27,18.25
24,34.588235294117645
30,34.5
35,21.0
48,48.7
29,36.11764705882353
31,33.25
44,28.125
55,12.705882352941176
34,37.94117647058823
28,38.57142857142857
19,29.4375
31,13.058823529411764
44,29.4
47,31.058823529411764
40,16.0
63,27.933333333333334
52,24.470588235294116
36,36.35294117647059
29,18.0
48,32.125
21,13.0
41,13.071428571428571
28,22.0
22,24.375
37,15.0
21,26.0
51,33.77777777777778
34,15.6
43,28.933333333333334
29,8.0
60,7.833333333333333
36,34.333333333333336
24,24.58823529411765
36,28.470588235294116
42,11.6875
49,24.75
33,25.0
35,40.0
50,19.307692307692307
24,25.5625
38,12.0
31,22.727272727272727
42,34.0625
50,47.11764705882353
62,15.823529411764707
31,24.705882352941178
28,47.4375
24,19.125
33,36.125
37,19.363636363636363
37,36.4
51,6.8
31,29.4375
40,48.166666666666664
50,13.0
51,28.416666666666668
52,25.0
59,39.8235294117647
35,35.666666666666664
41,27.0
57,15.764705882352942
55,22.384615384615383
45,19.0
20,19.714285714285715
59,9.818181818181818
24,36.88235294117647
35,16.555555555555557
31,35.4
28,16.0
49,38.166666666666664
42,13.75
28,45.76470588235294
50,19.416666666666668
57,14.0
35,44.111111111111114
49,16.533333333333335
36,30.0625
53,24.58823529411765
49,26.470588235294116
47,35.0625
40,16.9375
65,10.941176470588236
37,28.23076923076923
35,30.0
49,25.2
50,38.0
32,29.875
37,36.05882352941177
61,30.666666666666668
41,26.666666666666668
45,24.625
43,18.41176470588235
41,28.384615384615383
32,13.0
25,43.53846153846154
22,37.5
30,24.4
38,25.0
50,39.5625
28,23.0
27,18.058823529411764
50,9.875
51,21.2
63,23.666666666666668
37,18.6
39,23.4
26,32.11764705882353
32,42.77777777777778
41,21.272727272727273
35,29.375
31,21.647058823529413
55,16.58823529411765
30,33.0
39,40.0
48,24.529411764705884
36,24.0
30,45.64705882352941
21,30.375
56,18.0
41,35.54545454545455
41,33.11764705882353
45,30.11764705882353
40,38.0
26,23.133333333333333
31,25.176470588235293
30,28.0
32,22.294117647058822
39,16.6875
41,12.866666666666667
56,17.176470588235293
49,22.705882352941178
31,39.0
61,24.5
27,22.5
37,20.466666666666665
35,11.636363636363637
41,26.0
27,20.529411764705884
51,24.2
38,20.454545454545453
22,37.23529411764706
34,35.46153846153846
27,29.705882352941178
42,9.727272727272727
22,32.5
46,33.8
32,15.3125
27,20.352941176470587
44,17.1
41,18.4375
43,9.75
36,20.647058823529413
35,31.2
23,59.57142857142857
32,39.53846153846154
26,17.307692307692307
52,18.6875
35,45.76923076923077
46,29.25
32,24.58823529411765
51,41.30769230769231
45,17.625
51,52.90909090909091
31,48.92307692307692
41,25.266666666666666
40,39.411764705882355
69,12.235294117647058
27,42.1764705882353
39,33.15384615384615
59,16.571428571428573
40,17.2
29,38.46666666666667
57,13.941176470588236
31,37.0
51,24.846153846153847
69,17.857142857142858
64,25.0
47,44.0
63,15.8
46,17.0
60,19.545454545454547
24,18.0
53,15.0
46,33.0
56,27.529411764705884
34,30.58823529411765
42,38.714285714285715
49,16.764705882352942
48,17.5
55,20.352941176470587
28,28.0
58,29.923076923076923
48,23.0
62,14.923076923076923
27,25.5
34,19.375
33,47.8235294117647
40,23.09090909090909
20,25.0
47,25.0
25,27.0
42,33.642857142857146
38,33.916666666666664
28,30.333333333333332
39,32.9375
42,29.058823529411764
22,19.333333333333332
35,13.0
45,22.066666666666666
36,28.375
22,36.125
32,36.07692307692308
44,33.333333333333336
46,33.0
20,36.0
56,15.5
45,19.41176470588235
27,55.75
34,9.647058823529411
34,32.666666666666664
37,43.0
57,29.0
56,12.125
58,30.692307692307693
31,26.705882352941178
50,27.181818181818183
47,19.58823529411765
61,5.769230769230769
32,11.4375
47,27.470588235294116
66,8.266666666666667
38,42.411764705882355
25,35.529411764705884
28,31.3125
39,19.0
37,21.0
24,28.294117647058822
60,25.470588235294116
42,13.25
37,21.0
53,17.0
36,44.75
33,31.083333333333332
20,20.764705882352942
42,10.6
39,19.0
44,32.0
45,22.133333333333333
28,18.0
41,7.0
25,37.8235294117647
58,22.529411764705884
42,10.588235294117647
58,19.444444444444443
30,21.0
33,29.294117647058822
24,29.235294117647058
40,34.5
54,32.588235294117645
23,18.058823529411764
34,19.235294117647058
39,25.470588235294116
60,36.4375
34,27.875
28,24.0
36,39.92307692307692
40,39.61538461538461
33,31.41176470588235
52,6.0
35,26.0625
36,22.8
47,37.8235294117647
38,29.941176470588236
56,30.294117647058822
22,25.333333333333332
28,34.411764705882355
23,23.5625
51,29.58823529411765
47,10.882352941176471
35,39.30769230769231
51,24.941176470588236
58,14.666666666666666
28,40.57142857142857
41,23.142857142857142
38,21.941176470588236
43,40.625
23,31.470588235294116
43,17.823529411764707
51,26.5
31,16.8
42,30.153846153846153
21,20.666666666666668
65,23.941176470588236
36,39.64705882352941
45,18.333333333333332
48,16.22222222222222
56,25.352941176470587
67,29.705882352941178
46,16.25
32,8.0
61,10.583333333333334
54,26.166666666666668
35,46.1764705882353
36,25.58823529411765
43,21.818181818181817
21,29.058823529411764
46,25.058823529411764
44,24.6
61,13.466666666666667
32,27.0
26,12.333333333333334
48,21.705882352941178
45,22.6
30,28.666666666666668
59,29.5
29,33.42857142857143
26,20.285714285714285
25,20.46153846153846
20,19.1875
28,43.529411764705884
41,41.411764705882355
25,45.06666666666667
38,20.4375
37,16.529411764705884
41,27.294117647058822
21,22.58823529411765
42,26.0
22,24.8
38,31.11764705882353
30,19.88235294117647
38,25.88888888888889
64,29.176470588235293
50,14.0
37,16.181818181818183
47,17.5
33,44.0
30,15.333333333333334
30,56.666666666666664
54,16.705882352941178
29,42.294117647058826
54,13.8
56,10.0
39,32.0
41,18.647058823529413
35,17.0
61,14.764705882352942
32,18.470588235294116
35,40.0
52,36.0
40,19.5
53,16.416666666666668
41,12.538461538461538
42,17.9375
30,24.642857142857142
36,18.823529411764707
28,45.1764705882353
33,23.88235294117647
35,28.41176470588235
30,17.0
30,20.133333333333333
42,14.777777777777779
27,23.176470588235293
66,22.8125
29,22.428571428571427
19,31.0
44,37.529411764705884
37,55.6
39,28.88235294117647
52,42.25
45,22.266666666666666
63,33.642857142857146
66,19.0
61,13.8
55,24.266666666666666
32,32.0
33,49.833333333333336
28,37.8125
27,25.636363636363637
65,21.58823529411765
35,35.25
34,12.647058823529411
54,33.55555555555556
68,23.0
24,34.22222222222222
30,20.75
28,23.6875
34,25.0
30,29.333333333333332
46,29.666666666666668
21,19.1
26,26.333333333333332
33,39.411764705882355
49,16.333333333333332
32,28.823529411764707
29,41.05882352941177
41,34.07692307692308
34,44.46153846153846
21,30.0
56,20.705882352941178
45,26.875
46,19.058823529411764
44,29.555555555555557
44,12.545454545454545
48,45.35294117647059
27,21.833333333333332
50,14.866666666666667
54,21.625
32,20.6
19,20.333333333333332
34,21.285714285714285
47,26.545454545454547
27,40.38461538461539
31,29.0
30,30.714285714285715
48,38.529411764705884
