avg_new,avg_old
0.44628710262841953,0.3184537311185346
0.4519851237430572,0.6931471805599453
0.659245628884264,0.6241543090729939
0.22314355131420976,0.22314355131420976
0.27193371548364176,0.11778303565638346
0.125163142954006,0.1823215567939546
0.5232481437645479,0.4054651081081644
0.6931471805599453,0.5596157879354227
0.47000362924573563,0.5877866649021191
0.3184537311185346,0.27193371548364176
0.15415067982725836,0.22314355131420976
0.1823215567939546,0.1823215567939546
0.5232481437645479,0.6931471805599453
0.3364722366212129,0.47000362924573563
0.5947071077466928,0.4855078157817008
0.22314355131420976,0.27193371548364176
0.17185025692665923,0.27193371548364176
0.3566749439387324,0.6931471805599453
0.6931471805599453,0.4054651081081644
0.32542240043462795,0.3794896217049038
0.26826398659467937,0.6931471805599453
0.5232481437645479,0.27193371548364176
0.1941560144409574,0.3053816495511819
0.3184537311185346,0.3629054936893685
0.125163142954006,0.1823215567939546
0.251314428280906,0.1941560144409574
0.26826398659467937,0.3794896217049038
0.20067069546215124,0.20067069546215124
1.0116009116784799,1.0116009116784799
0.42744401482693956,0.1823215567939546
0.4054651081081644,0.3184537311185346
0.251314428280906,0.13353139262452257
0.06062462181643484,0.17185025692665923
0.6286086594223741,0.3184537311185346
0.5596157879354227,0.28768207245178085
0.3794896217049038,0.14310084364067324
0.11778303565638346,0.11778303565638346
0.4353180712578455,0.3746934494414107
0.16705408466316624,0.0870113769896297
0.28768207245178085,0.3364722366212129
0.125163142954006,0.3829922522561059
0.6931471805599453,0.7282385003712153
0.10536051565782635,0.20067069546215124
0.28768207245178085,0.15415067982725836
0.44628710262841953,0.5232481437645479
0.3629054936893685,0.4855078157817008
0.3184537311185346,0.4054651081081644
0.6190392084062235,0.579818495252942
0.13353139262452257,0.251314428280906
0.5877866649021191,0.47000362924573563
0.5108256237659906,0.5108256237659906
0.06062462181643484,0.06062462181643484
0.125163142954006,0.28768207245178085
0.11778303565638346,0.3184537311185346
0.1823215567939546,0.3364722366212129
0.27193371548364176,0.3184537311185346
0.3829922522561059,0.23638877806423034
0.1823215567939546,0.3364722366212129
0.3483066942682158,0.3483066942682158
0.42744401482693956,0.5877866649021191
0.13353139262452257,0.49643688631389105
0.22314355131420976,0.4855078157817008
0.22314355131420976,0.5596157879354227
0.5232481437645479,0.3629054936893685
0.3184537311185346,0.3629054936893685
0.06062462181643484,0.11778303565638346
0.32542240043462795,0.14310084364067324
0.125163142954006,0.06453852113757116
0.26236426446749106,0.3364722366212129
0.0870113769896297,0.3101549283038396
0.3566749439387324,0.6190392084062235
0.5108256237659906,0.6931471805599453
0.3364722366212129,0.1823215567939546
0.4795730802618863,0.26826398659467937
0.3184537311185346,0.11778303565638346
0.3053816495511819,0.4054651081081644
0.3746934494414107,0.16705408466316624
0.6931471805599453,1.0986122886681098
0.17185025692665923,0.4054651081081644
0.3566749439387324,0.4519851237430572
0.1823215567939546,0.550046336919272
0.4855078157817008,0.6286086594223741
0.44628710262841953,0.3629054936893685
0.3794896217049038,0.32542240043462795
0.42744401482693956,0.28768207245178085
0.28768207245178085,0.15415067982725836
0.11778303565638346,0.3629054936893685
0.4054651081081644,0.6567795363890705
0.3629054936893685,0.11778303565638346
0.6931471805599453,0.4054651081081644
0.20763936477824455,0.14310084364067324
0.3184537311185346,0.27193371548364176
0.3829922522561059,0.3364722366212129
0.3184537311185346,0.27193371548364176
0.4054651081081644,0.3483066942682158
0.17185025692665923,0.3184537311185346
0.13353139262452257,0.3053816495511819
0.47000362924573563,0.659245628884264
0.7339691750802003,0.45953232937844024
0.23638877806423034,0.28768207245178085
0.3629054936893685,0.11778303565638346
0.3364722366212129,0.4054651081081644
0.11778303565638346,0.11778303565638346
0.27193371548364176,0.27193371548364176
0.06062462181643484,0.22314355131420976
0.4353180712578455,0.5465437063680699
