type_mob,count_weeks
explorer,0.2866641337386024
returner,0.8333333333333333
returner,0.6363636363636364
returner,0.43589743589743574
returner,1.0
returner,0.5946843853820596
returner,0.4062499999999998
returner,1.0
returner,0.7401129943502822
explorer,0.6953125
returner,1.0
explorer,0.3437499999999999
returner,0.4583333333333331
returner,0.5472222222222219
explorer,0.5735849056603769
explorer,0.3686274509803922
returner,0.6363636363636364
returner,0.8970588235294118
explorer,0.23376623376623373
explorer,0.36124031007751917
returner,0.5113636363636364
returner,0.5649999999999998
explorer,0.4230769230769232
returner,0.9259259259259258
returner,0.6851851851851852
explorer,0.39860139860139854
returner,0.45238095238095205
returner,0.8541666666666666
returner,0.7666666666666667
returner,1.0
returner,0.38125000000000003
returner,0.4055555555555555
returner,0.4474358974358973
returner,1.0
returner,0.9444444444444444
explorer,0.7045454545454546
returner,0.5652173913043478
returner,1.0
explorer,0.38888888888888895
explorer,0.3892857142857144
returner,0.4303571428571429
explorer,0.35595238095238113
returner,0.8437500000000001
explorer,0.2800751879699247
explorer,0.30972222222222195
explorer,0.38814016172506727
returner,0.45999999999999985
returner,0.6792929292929293
returner,0.4794871794871794
explorer,0.2309523809523811
returner,0.5178571428571429
explorer,0.34866828087167073
explorer,0.5333333333333333
returner,0.6785714285714286
returner,0.7656249999999992
returner,0.5495495495495494
explorer,0.3445273631840799
explorer,0.509090909090909
explorer,0.4138755980861249
returner,0.870967741935484
returner,0.46666666666666673
explorer,0.2944444444444444
returner,0.4540880503144654
returner,0.6894736842105262
explorer,0.6394557823129253
explorer,0.1904761904761905
explorer,0.453623188405797
explorer,1.0
returner,0.4002976190476194
explorer,0.47977243994943086
explorer,1.0
returner,0.8833333333333334
explorer,0.36216216216216196
explorer,0.1968253968253968
explorer,0.4182692307692306
returner,0.7527472527472527
returner,0.6363636363636364
explorer,0.5021645021645025
explorer,0.4371794871794871
explorer,0.28148148148148133
returner,0.4878787878787879
explorer,0.30512820512820493
explorer,0.45564516129032256
explorer,0.5959595959595958
explorer,0.2664835164835165
explorer,0.25057471264367825
explorer,0.39738562091503243
returner,0.6022727272727274
returner,1.0
returner,0.6812499999999999
returner,0.6064516129032258
returner,1.0
returner,0.6328125
explorer,0.41071428571428603
explorer,0.37272727272727246
explorer,0.47959183673469374
returner,0.4603174603174602
returner,0.618233618233618
returner,0.3970099667774085
returner,0.5357142857142858
returner,0.967741935483871
explorer,0.30555555555555547
returner,0.6243386243386242
returner,0.9857142857142858
explorer,0.412162162162162
returner,0.34033613445378125
returner,0.9942528735632183
returner,0.6052631578947368
returner,0.5117994100294991
explorer,0.5444444444444441
explorer,0.2040229885057473
explorer,0.4158986175115206
returner,0.5671296296296297
explorer,0.2765151515151516
returner,0.45075757575757575
explorer,0.6054054054054054
returner,0.68
explorer,0.48902821316614414
returner,0.4545454545454549
explorer,0.4484848484848485
returner,0.32444444444444454
explorer,0.8
returner,0.4443954104148276
returner,0.6911764705882353
explorer,0.2996515679442507
returner,0.6470588235294119
returner,0.5052631578947367
explorer,0.3464285714285713
returner,0.4759259259259259
explorer,0.2930402930402929
returner,0.5869565217391305
returner,0.755208333333333
explorer,0.38839285714285693
explorer,0.28777777777777763
returner,0.8055555555555556
explorer,0.6519607843137253
explorer,0.46428571428571425
explorer,0.2787511230907464
returner,0.46349206349206346
explorer,0.3159722222222225
returner,0.6875
explorer,1.0
explorer,0.35466666666666663
explorer,0.30822981366459606
explorer,0.3728813559322034
returner,0.7533333333333333
explorer,0.30068027210884346
returner,0.7272727272727273
explorer,0.3059360730593606
explorer,0.5558823529411759
explorer,0.31960784313725477
explorer,0.23009259259259254
returner,0.3107843137254903
explorer,0.3663366336633663
explorer,0.42016806722689065
returner,0.5046296296296297
explorer,0.3060109289617486
explorer,0.2481481481481479
explorer,0.738095238095238
explorer,0.20215053763440877
returner,0.6691176470588235
returner,0.5623188405797099
explorer,0.21534391534391525
returner,0.7443181818181818
explorer,0.6941176470588237
explorer,0.22119815668202747
explorer,0.4482758620689651
explorer,0.5000000000000001
explorer,0.24014778325123132
returner,0.48648648648648724
returner,0.4387351778656126
explorer,0.6120689655172413
returner,0.4028985507246375
returner,0.9925373134328358
explorer,0.24213286713286758
explorer,0.24080459770114912
explorer,0.5384615384615385
explorer,0.47297297297297297
returner,0.4141414141414142
returner,0.5666666666666667
returner,0.5389830508474572
returner,0.3744588744588744
explorer,0.38888888888888845
returner,0.6068376068376067
returner,0.6944444444444444
explorer,0.2822695035460994
returner,0.5133928571428572
returner,0.36205128205128173
returner,0.746031746031746
explorer,0.3977011494252872
explorer,0.34666666666666646
explorer,0.42314049586776875
explorer,0.2555555555555552
explorer,0.6388888888888888
returner,0.391025641025641
returner,1.0
explorer,0.3276955602536997
explorer,0.29696969696969683
returner,0.5888888888888888
returner,0.462962962962963
returner,0.9523809523809523
explorer,0.2992424242424241
explorer,0.37076023391812857
explorer,0.45588235294117646
explorer,0.2033613445378149
explorer,0.284876140808344
explorer,0.2979094076655055
returner,0.4923076923076923
explorer,0.3461538461538462
explorer,0.5499999999999997
explorer,0.2445887445887445
explorer,0.30326086956521714
explorer,0.4285714285714285
returner,0.35694444444444434
returner,0.9852941176470589
explorer,0.332908163265306
returner,0.9852941176470589
returner,1.0
returner,0.5050505050505051
returner,0.3851851851851852
explorer,0.41728395061728385
explorer,0.2637987012987011
explorer,0.3130952380952379
explorer,0.40972222222222215
explorer,0.33225806451612877
returner,0.5576519916142555
explorer,0.34038461538461523
explorer,0.339455782312925
explorer,0.5186335403726708
explorer,0.2688888888888891
returner,0.9782608695652174
explorer,0.321917808219178
returner,0.85
returner,0.40246913580246907
explorer,0.5312499999999998
returner,0.4523809523809523
explorer,0.3793103448275861
returner,0.5600000000000003
returner,0.5142857142857145
returner,0.5123152709359605
returner,0.5984848484848485
explorer,0.42749529190207114
explorer,0.4010989010989013
explorer,0.407058823529412
explorer,0.3999999999999999
explorer,0.2754385964912281
returner,0.5960784313725488
explorer,0.2749999999999997
explorer,0.31620553359683834
returner,0.3530864197530863
returner,1.0
explorer,0.29303675048355937
explorer,0.36428571428571416
returner,0.3453333333333333
returner,0.3857142857142855
explorer,0.24115942028985476
returner,0.5396825396825395
returner,1.0
returner,0.6666666666666666
returner,0.4386666666666666
explorer,0.4053571428571427
returner,0.3855555555555553
explorer,0.3238095238095238
explorer,0.3083333333333331
returner,0.6621621621621622
returner,0.4965034965034973
explorer,0.5607142857142853
explorer,0.44489795918367325
explorer,0.31975308641975314
returner,0.5
explorer,0.25574712643678144
returner,0.42666666666666675
explorer,0.8
returner,0.71875
returner,0.5382653061224489
explorer,0.2742346938775508
explorer,0.4307004470938899
explorer,0.3325942350332594
explorer,0.4166666666666667
explorer,0.34313725490196073
explorer,0.7708333333333331
returner,1.0
explorer,0.2956862745098036
explorer,0.3876923076923075
returner,0.6666666666666666
explorer,0.20746965452847885
returner,0.5399999999999999
explorer,0.28558558558558556
explorer,0.28728522336769724
explorer,0.33333333333333315
returner,0.45662847790507344
explorer,0.36521739130434766
returner,0.9897959183673469
explorer,0.46825396825396826
returner,0.5112781954887218
returner,0.5473684210526316
explorer,0.2642857142857141
returner,0.5315614617940198
explorer,0.4487704918032787
returner,0.5101010101010099
returner,0.5630252100840335
returner,0.9821428571428571
explorer,0.3458049886621314
returner,0.6465116279069765
returner,0.2909090909090911
explorer,0.2691176470588234
returner,0.3999999999999998
explorer,0.23243243243243256
explorer,0.28473581213307236
returner,0.43333333333333346
returner,1.0
explorer,0.4888888888888886
returner,0.8444444444444444
explorer,0.27703703703703686
explorer,0.2741596638655461
returner,0.3076923076923077
explorer,0.7999999999999997
explorer,1.0
explorer,0.9375
explorer,0.5506172839506172
explorer,0.324829931972789
returner,0.5126262626262622
returner,0.769230769230769
returner,0.85
returner,0.5091463414634146
explorer,0.30504201680672255
explorer,0.6363636363636364
returner,0.6162790697674418
returner,0.3155555555555555
returner,0.4831932773109243
returner,0.6290322580645161
explorer,0.27589743589743576
returner,0.6867816091954023
returner,0.9605263157894737
explorer,0.419254658385093
explorer,0.5384615384615385
explorer,0.31904761904761886
explorer,0.44196428571428575
returner,0.5410256410256411
explorer,0.46825396825396814
explorer,0.34478021978021955
returner,0.545833333333333
explorer,0.3606701940035272
explorer,0.29479166666666645
returner,0.972972972972973
explorer,0.29549549549549536
explorer,0.3573667711598746
returner,0.4713541666666666
explorer,0.3691056910569105
returner,0.7894736842105261
explorer,0.39136904761904767
explorer,0.26236559139784965
explorer,0.4605263157894737
returner,0.4499999999999999
returner,0.45714285714285696
returner,0.40109890109890106
explorer,0.27702265372168267
explorer,0.22407407407407437
explorer,0.36666666666666664
returner,0.669172932330827
explorer,0.3049450549450547
explorer,0.4503968253968252
returner,0.6964285714285714
returner,0.4853535353535353
explorer,0.36190476190476173
explorer,0.2981220657276994
returner,0.75
explorer,0.4844632768361578
returner,0.6439393939393939
explorer,0.3356807511737092
explorer,0.2924710424710422
explorer,0.3268292682926827
returner,0.39999999999999997
returner,0.5933333333333335
explorer,0.38881401617250666
explorer,0.5576923076923076
returner,0.44444444444444436
returner,0.5680000000000001
explorer,0.3558362369337977
returner,0.5850340136054419
returner,0.5636363636363636
explorer,0.37419354838709673
explorer,0.5666666666666668
explorer,0.39777777777777756
explorer,0.3631961259079901
returner,0.6666666666666666
returner,1.0
explorer,0.3666666666666666
returner,0.5714285714285713
returner,0.488888888888889
returner,1.0
explorer,0.30769230769230765
explorer,0.35515873015873
returner,0.3837837837837837
returner,0.562962962962963
explorer,0.4039215686274509
explorer,0.43803418803418787
returner,0.7701149425287356
explorer,0.3993055555555555
explorer,0.3967391304347826
returner,0.6857142857142855
returner,0.9583333333333334
explorer,0.43697478991596633
explorer,0.4166666666666666
explorer,0.4097560975609755
explorer,0.23506493506493487
returner,0.47631578947368425
explorer,0.3059523809523808
returner,0.7899159663865548
explorer,0.4625
explorer,0.25274725274725296
explorer,0.2607392607392604
returner,0.48928571428571427
returner,0.7816091954022989
returner,0.3593650793650792
explorer,0.2548656163113992
explorer,0.38850174216027855
returner,0.44857142857142823
returner,0.7943262411347518
returner,0.75
explorer,0.34821428571428553
returner,0.5116279069767441
returner,0.5158730158730158
returner,0.5272727272727271
explorer,0.4723320158102767
returner,0.5476190476190473
explorer,0.49444444444444413
explorer,0.23333333333333306
returner,0.9444444444444445
explorer,0.25238095238095226
returner,1.0
returner,0.8363636363636363
explorer,0.2904761904761906
explorer,0.3979591836734694
returner,0.4081632653061225
explorer,0.7807017543859652
returner,0.9716981132075472
returner,0.5416666666666666
returner,0.64
explorer,0.2881355932203388
returner,0.5128205128205127
explorer,0.2782608695652175
explorer,0.27070707070707073
explorer,0.31051587301587313
explorer,0.41015625
explorer,0.249019607843137
explorer,0.24703791469194267
explorer,0.26674107142857123
explorer,0.4944444444444444
explorer,0.45320197044334953
returner,0.7073170731707316
explorer,0.354497354497354
explorer,0.6293103448275862
explorer,0.5218446601941747
returner,0.643939393939394
explorer,0.2686567164179102
explorer,0.5138888888888885
explorer,0.4624060150375943
explorer,0.40493827160493806
explorer,0.4238095238095239
returner,0.5700000000000001
returner,0.5513196480938416
returner,0.5885416666666666
explorer,0.5152439024390244
explorer,0.542222222222222
explorer,0.5040322580645161
returner,0.6
returner,0.3490196078431369
explorer,0.2371428571428569
returner,0.41250000000000003
returner,0.97
returner,0.43333333333333335
returner,1.0
returner,0.6333333333333333
returner,0.5891472868217051
returner,0.5999999999999999
returner,0.31564625850340117
explorer,0.3341836734693878
explorer,0.40909090909090895
explorer,0.28632478632478603
explorer,0.37809523809523804
returner,0.96875
returner,0.5321507760532153
explorer,0.38636363636363635
returner,0.4124999999999999
returner,1.0
explorer,0.4256410256410255
returner,0.8666666666666666
returner,1.0
explorer,0.23958333333333318
returner,0.7878787878787878
explorer,0.40322580645161277
returner,0.7666666666666669
returner,0.42142857142857154
returner,0.5203252032520334
returner,0.7373737373737369
explorer,0.3194805194805192
explorer,0.6291666666666663
explorer,0.23790849673202608
explorer,0.24613899613899648
explorer,0.36379310344827587
explorer,0.4333333333333335
returner,0.49090909090909085
explorer,0.39230769230769225
returner,0.34101382488479254
returner,0.3744588744588743
explorer,0.30434782608695654
explorer,0.3111111111111109
explorer,1.0
explorer,0.34920634920634896
returner,0.642857142857143
explorer,0.27884940778341766
returner,0.40333333333333343
explorer,0.972972972972973
explorer,0.3078189300411521
explorer,0.7272727272727273
returner,0.5465116279069764
returner,0.5673076923076923
returner,0.45614035087719285
explorer,0.3526785714285714
returner,1.0
explorer,0.34273182957393555
explorer,0.19020979020978998
returner,0.3567765567765566
returner,0.7166666666666667
explorer,0.33690476190476193
explorer,0.26207983193277284
returner,0.7424242424242418
explorer,0.3218390804597701
explorer,0.2699588477366253
returner,0.4520325203252032
explorer,0.41919191919191917
returner,0.3238095238095237
returner,0.4838095238095237
returner,0.5458333333333333
returner,0.5857142857142862
explorer,0.4703703703703701
returner,0.5966386554621849
explorer,0.3804347826086955
explorer,0.40212765957446805
returner,0.596153846153846
returner,0.45454545454545453
returner,0.6309523809523809
returner,0.25757575757575735
returner,0.6793478260869565
explorer,0.23711340206185538
returner,0.39751552795031053
explorer,0.24999999999999986
returner,1.0
returner,0.5227272727272729
returner,0.4615384615384616
explorer,0.30843373493975884
returner,0.6581632653061225
explorer,0.309333333333333
explorer,0.9661016949152542
returner,0.4965277777777778
returner,0.48070175438596496
returner,0.9903846153846154
explorer,0.41159420289855064
explorer,0.9411764705882353
returner,0.40844155844155833
explorer,0.5050505050505051
returner,0.6980392156862746
explorer,0.28557213930348235
returner,0.521951219512195
explorer,0.29344729344729326
returner,1.0
returner,0.9655172413793104
explorer,0.30049261083743845
explorer,0.2636363636363637
returner,0.35483870967741926
explorer,0.5833333333333334
explorer,0.33834586466165406
returner,0.5744680851063827
returner,0.4512820512820511
explorer,0.4061032863849763
explorer,0.3805555555555553
returner,0.6530303030303031
explorer,0.38162878787878785
returner,0.6336996336996333
explorer,0.3448275862068964
returner,0.6093749999999999
explorer,0.2514930325149305
returner,0.5985915492957746
returner,1.0
explorer,0.5216666666666667
explorer,0.3535714285714285
explorer,0.2569105691056908
returner,1.0
explorer,0.37285714285714283
explorer,0.36333333333333356
returner,1.0
explorer,0.2978494623655913
returner,0.7291666666666666
explorer,0.7635135135135135
explorer,0.3777777777777778
explorer,0.25850340136054395
returner,0.8160919540229885
returner,0.6666666666666666
returner,0.7391304347826086
explorer,0.5347222222222223
returner,0.6058823529411763
explorer,0.3890909090909089
explorer,0.361111111111111
returner,0.29336734693877514
returner,0.519230769230769
returner,1.0
returner,0.6822916666666666
returner,0.9482758620689655
explorer,0.3049999999999998
explorer,0.5104166666666666
returner,0.45909090909090955
explorer,0.305208333333333
explorer,0.41805555555555535
explorer,0.34782608695652184
explorer,0.46428571428571386
explorer,0.3268292682926828
returner,0.9848484848484849
returner,0.4666666666666666
explorer,0.3135888501742157
returner,0.4761904761904761
explorer,0.29082125603864717
explorer,0.4583333333333333
explorer,0.3279220779220777
explorer,0.2909090909090908
explorer,0.2948717948717947
explorer,0.3246376811594204
explorer,0.3705357142857143
returner,0.40999999999999986
explorer,0.3571428571428568
explorer,0.41258741258741244
returner,0.5530303030303027
returner,0.48644338118022384
returner,0.40602836879432636
returner,0.4866666666666665
explorer,0.42121212121212126
explorer,0.8018018018018023
explorer,0.9769230769230769
returner,0.6578947368421053
explorer,0.4444444444444444
explorer,0.44799999999999973
returner,1.0
explorer,0.23555555555555535
returner,0.7878787878787881
returner,1.0
explorer,0.4949152542372879
returner,0.5579710144927532
explorer,0.29391891891891886
returner,0.9943820224719101
returner,0.3363636363636363
explorer,0.2679487179487179
explorer,0.2753623188405799
returner,0.3809523809523808
explorer,0.39194139194139205
explorer,0.44736842105263147
returner,0.480952380952381
returner,0.5285714285714279
returner,1.0
explorer,0.35999999999999976
returner,0.8292682926829268
returner,0.6428571428571429
explorer,0.41600000000000004
explorer,0.3101736972704714
explorer,0.4518072289156627
explorer,0.3537414965986393
returner,0.46846846846846824
returner,0.7333333333333332
explorer,0.9565217391304348
explorer,0.3076592082616177
explorer,0.43333333333333346
returner,0.31904761904761914
returner,0.5266666666666666
explorer,0.5267857142857143
returner,0.3988095238095239
returner,0.7192982456140348
explorer,0.32417582417582413
explorer,0.3407335907335905
explorer,0.2840336134453779
returner,0.4421768707482989
explorer,0.3290960451977402
returner,1.0
explorer,0.30864197530864235
explorer,0.5583333333333333
explorer,0.38928571428571407
explorer,0.3638554216867468
explorer,0.4372093023255813
explorer,0.3666666666666668
returner,0.55
explorer,0.23504273504273485
explorer,0.62
returner,0.33333333333333337
explorer,0.8518518518518519
returner,0.5909090909090909
explorer,0.24901960784313737
explorer,0.3503875968992247
returner,0.7125
returner,0.5066666666666666
explorer,0.30190476190476195
returner,0.6666666666666669
returner,0.65
explorer,0.3873015873015872
explorer,0.322916666666667
returner,0.6147186147186146
returner,0.8133333333333335
returner,0.49166666666666664
explorer,0.44285714285714317
explorer,0.3432989690721646
returner,0.4024390243902438
explorer,0.43809523809523815
explorer,0.3142857142857142
returner,0.725
explorer,0.4051282051282054
returner,0.38725490196078427
explorer,1.0
returner,0.6833333333333333
explorer,0.6490384615384616
returner,1.0
returner,0.5122549019607843
explorer,0.6911764705882353
explorer,0.7685185185185186
explorer,0.43157894736842123
returner,0.2833333333333335
returner,0.33116883116883106
returner,0.6206896551724136
returner,0.7646048109965637
explorer,0.40606060606060607
returner,0.9736842105263158
explorer,0.26053639846743265
returner,0.4525641025641026
returner,0.47916666666666663
returner,0.8115942028985508
returner,0.7481481481481481
returner,0.8257575757575757
explorer,0.2790123456790122
explorer,0.24634146341463345
returner,0.6592592592592593
explorer,0.3137254901960783
returner,0.37672811059907807
returner,0.6611111111111111
explorer,0.25367231638418053
explorer,0.35317460317460314
returner,0.8024691358024693
explorer,0.3571428571428571
returner,0.2767441860465114
explorer,0.28936170212765944
explorer,0.2666666666666665
returner,0.75
returner,0.6499999999999999
