type_app,count_weeks
returner,1.0
explorer,0.7011494252873562
returner,0.8687499999999999
explorer,0.6623774509803922
explorer,0.5243055555555556
returner,0.5356695869837296
explorer,0.5359477124183005
returner,0.9191919191919192
explorer,0.6493506493506495
returner,0.7232142857142856
returner,0.8354978354978354
explorer,0.4901960784313723
explorer,0.9655172413793104
returner,0.7592592592592592
explorer,0.6920454545454544
explorer,0.6114285714285714
returner,0.6125
explorer,0.4908722109533467
returner,0.5115089514066495
explorer,0.8706896551724138
explorer,0.6017094017094017
explorer,0.732142857142857
returner,0.8999999999999998
explorer,0.668776371308017
returner,0.8361344537815126
explorer,0.8298507462686565
explorer,0.6080586080586079
explorer,0.8854166666666669
returner,0.8074074074074075
explorer,0.7979797979797979
returner,0.8409090909090909
explorer,0.9057971014492755
returner,0.9821428571428571
explorer,0.6085470085470085
returner,0.796875
explorer,0.5615763546798029
explorer,0.45454545454545453
returner,0.7720588235294116
returner,0.7651515151515151
returner,0.8625
explorer,0.6073369565217391
explorer,0.49579831932773094
explorer,0.4769736842105263
returner,0.588235294117647
explorer,0.45972222222222214
returner,0.815
explorer,0.6073529411764704
explorer,0.5311942959001782
explorer,0.4210526315789473
returner,0.8458781362007168
explorer,0.6594982078853043
explorer,0.7171717171717171
explorer,0.5920303605313093
explorer,0.7037037037037037
explorer,0.5987933634992457
explorer,0.6323232323232324
returner,0.5975232198142414
explorer,0.5499999999999998
returner,0.68218954248366
returner,0.8730158730158729
returner,0.7789473684210526
returner,0.8189655172413793
explorer,0.8333333333333334
returner,0.7982456140350876
returner,0.9333333333333332
explorer,0.5490196078431371
explorer,0.5179028132992327
returner,0.8148148148148148
returner,0.8571428571428573
returner,0.502941176470588
returner,0.7597402597402596
returner,0.7704081632653061
explorer,0.6134453781512603
explorer,0.5452941176470587
returner,0.7899305555555556
returner,0.7518939393939394
explorer,0.32256410256410234
returner,0.791208791208791
explorer,0.49579831932773105
returner,0.7300150829562593
explorer,0.5276190476190474
explorer,0.5982905982905983
returner,0.855
explorer,0.6505190311418684
explorer,0.9736842105263158
explorer,0.5888594164456232
explorer,0.5360576923076923
explorer,0.641025641025641
returner,0.6545454545454544
explorer,0.5584935897435896
returner,0.7551020408163266
explorer,0.6307692307692307
explorer,0.5062388591800356
returner,0.7125
returner,0.9833333333333333
explorer,0.530952380952381
returner,1.0
returner,0.6651785714285714
explorer,0.46769527483124396
returner,0.7100694444444444
returner,0.9298245614035089
explorer,0.5611888111888115
explorer,0.8717948717948718
explorer,0.4891868512110726
returner,0.6732026143790849
explorer,0.42884250474383284
explorer,0.5152941176470588
explorer,0.47484276729559743
returner,0.7397959183673467
explorer,0.838095238095238
explorer,0.6375
explorer,0.7482269503546098
explorer,0.6161257606490873
returner,0.9049999999999999
explorer,0.4978991596638654
explorer,0.772972972972973
explorer,0.5607843137254901
explorer,0.5357142857142857
returner,0.7261904761904762
explorer,0.55
explorer,0.5961538461538461
returner,0.8142857142857143
returner,0.8375
returner,0.71875
returner,0.6280834914611007
returner,1.0
explorer,0.5703125
explorer,0.6153846153846152
returner,0.9736842105263158
explorer,0.6880952380952379
explorer,0.5403508771929824
returner,0.6777188328912466
returner,0.5297619047619048
explorer,0.6285714285714284
explorer,0.49537037037037024
explorer,0.6246498599439774
returner,1.0
returner,0.7651515151515151
returner,0.9615384615384616
explorer,0.45120320855614954
returner,0.9444444444444444
explorer,0.5596405228758168
returner,0.8125
returner,0.6987012987012985
explorer,1.0
returner,0.6097222222222223
returner,0.734285714285714
returner,0.5873015873015874
returner,0.6828703703703703
explorer,0.6945701357466063
returner,0.8766233766233765
returner,0.7061224489795919
explorer,0.6242884250474383
returner,0.5740740740740741
returner,0.9242424242424243
explorer,0.56
returner,0.7384615384615386
explorer,0.8875
returner,0.7525925925925928
returner,0.6955579631635969
returner,0.8989898989898991
explorer,0.6732026143790849
explorer,0.5733333333333333
returner,1.0
returner,0.8482142857142857
explorer,0.4935294117647056
returner,0.7000000000000001
returner,0.9857142857142858
returner,0.547314578005115
explorer,0.6170212765957445
explorer,0.7837837837837837
explorer,0.7179487179487178
returner,0.7911111111111109
explorer,0.5456790123456791
returner,0.8125
returner,0.713768115942029
explorer,0.6182432432432432
explorer,0.45674740484429044
explorer,1.0
explorer,0.6107142857142858
returner,0.6348039215686273
returner,0.8742138364779872
explorer,0.43957219251336893
returner,0.7494553376906317
explorer,0.5322128851540616
returner,0.7678571428571429
returner,0.7051282051282051
explorer,0.5926339285714286
explorer,0.6357466063348415
returner,0.753968253968254
returner,0.7196969696969696
explorer,0.5357142857142857
returner,0.7019027484143764
returner,0.7807308970099668
explorer,0.7314814814814813
explorer,0.5375816993464052
explorer,0.6153846153846153
explorer,0.6431372549019607
returner,0.7858627858627859
explorer,0.6106442577030811
returner,1.0
returner,0.685185185185185
explorer,0.6333333333333333
returner,0.7583333333333333
returner,0.54320987654321
returner,0.6018518518518515
explorer,0.6187363834422657
returner,0.927927927927928
explorer,0.5262828535669586
returner,0.831578947368421
returner,0.7309523809523808
returner,0.8230769230769232
returner,0.8666666666666667
explorer,0.7642857142857142
returner,0.6716666666666667
explorer,0.6489898989898991
explorer,0.48901098901098883
returner,0.6874999999999999
returner,0.9666666666666667
returner,0.6837606837606837
explorer,0.6437346437346438
returner,0.7591093117408906
explorer,0.9777777777777777
explorer,0.4795613160518444
explorer,0.5960591133004927
explorer,0.6835699797160243
returner,0.8421052631578947
explorer,0.6182864450127876
explorer,0.5913312693498451
returner,0.9333333333333333
explorer,0.5963235294117647
returner,0.8804347826086957
explorer,0.6169296987087516
returner,0.9021739130434783
explorer,0.9047619047619049
returner,0.7460317460317459
returner,0.6072013093289688
returner,0.6256684491978609
explorer,0.8235294117647058
returner,0.8333333333333334
explorer,0.620775969962453
returner,0.8888888888888891
returner,0.775735294117647
explorer,0.4285714285714284
returner,0.9166666666666669
explorer,0.4460317460317459
returner,0.6494623655913978
explorer,0.6336088154269973
explorer,0.5078125
returner,0.7616161616161616
returner,0.9838709677419355
explorer,0.6559999999999999
explorer,0.7446236559139785
explorer,0.5392156862745098
returner,0.7768595041322314
explorer,0.5456323337679269
explorer,0.685
explorer,0.6149732620320855
returner,0.6961805555555555
returner,0.8913043478260869
explorer,0.5373134328358208
explorer,0.5449826989619376
explorer,0.6736111111111112
returner,0.8636363636363636
returner,0.9487179487179488
explorer,0.6218487394957982
explorer,0.7379310344827584
explorer,0.565625
returner,0.7456521739130434
explorer,0.6333333333333331
explorer,0.7100271002710026
returner,0.6545454545454544
returner,0.8352272727272727
explorer,0.43472222222222223
explorer,0.7181818181818181
explorer,0.6376488095238099
explorer,0.7440476190476191
explorer,0.625
explorer,0.896825396825397
explorer,0.5217391304347826
returner,0.7777777777777777
explorer,0.622549019607843
returner,0.4547008547008545
returner,0.7307692307692307
explorer,0.4675
explorer,0.6317647058823528
explorer,0.3843137254901961
returner,0.88
explorer,0.5893333333333333
explorer,0.78125
explorer,0.5432525951557092
returner,0.6911764705882351
explorer,0.6792452830188679
returner,1.0
explorer,0.5430555555555556
returner,0.784313725490196
returner,0.6944444444444445
returner,0.9224806201550387
returner,0.96875
returner,0.7265625
explorer,0.8809523809523808
returner,0.9393939393939394
returner,0.6025641025641025
returner,0.638235294117647
returner,0.898989898989899
explorer,0.5244565217391305
returner,0.8924731182795701
returner,0.6622222222222223
explorer,0.7416666666666667
returner,1.0
returner,0.7866666666666667
explorer,0.5072639225181598
returner,0.5524296675191815
returner,0.7777777777777778
returner,0.5795795795795794
returner,0.7017543859649126
returner,0.9
returner,0.8125
returner,0.9365079365079364
returner,0.8260869565217391
explorer,0.6592741935483871
returner,0.8407960199004979
returner,0.6104928457869633
returner,0.6782006920415224
returner,0.911764705882353
explorer,0.9047619047619049
returner,0.7483108108108109
returner,0.6875
explorer,0.6501623376623377
explorer,0.576844262295082
explorer,0.7727272727272726
returner,0.6253869969040246
returner,0.9827586206896551
explorer,1.0
explorer,0.5517241379310343
returner,0.753448275862069
explorer,0.5743589743589742
explorer,0.44625
returner,1.0
returner,0.6939443535188216
returner,1.0
returner,0.8034188034188035
returner,0.9058823529411765
returner,0.6613672496025438
explorer,0.7399999999999999
explorer,0.9693877551020408
explorer,0.9875
explorer,0.6392857142857143
explorer,0.6567901234567899
returner,0.828125
returner,0.6825557809330627
returner,0.8814814814814814
explorer,0.6037946428571426
returner,0.6953125
explorer,0.9761904761904762
returner,0.7230392156862745
explorer,0.4813725490196077
explorer,0.6904761904761904
explorer,0.502941176470588
explorer,0.5821078431372547
returner,0.9142857142857145
returner,0.7167832167832169
returner,0.864705882352941
returner,0.6540616246498598
explorer,0.6697860962566845
explorer,0.7117647058823529
explorer,0.6936274509803924
returner,0.6709558823529409
explorer,0.7878787878787878
returner,0.5824964131994261
explorer,0.6529850746268657
returner,0.6481481481481479
explorer,0.8709677419354838
returner,0.6634615384615383
returner,0.7865612648221344
explorer,0.7954545454545454
returner,0.6050420168067226
explorer,0.4818577648766326
returner,0.6830357142857143
returner,0.9561403508771931
returner,0.7613636363636364
explorer,0.5107142857142856
explorer,0.6266968325791855
returner,0.8833333333333333
returner,0.8888888888888888
explorer,0.525
explorer,0.8175675675675675
returner,0.8162393162393162
explorer,0.4014830508474576
returner,0.6743421052631579
explorer,0.7174999999999999
explorer,0.4989247311827956
returner,0.9821428571428571
explorer,0.8269230769230769
returner,0.7925925925925924
explorer,1.0
returner,1.0
returner,0.5826388888888889
explorer,0.6785714285714285
explorer,0.40214216163583233
explorer,0.6109391124871002
explorer,0.6541176470588235
returner,0.8461538461538461
explorer,0.5334476843910808
explorer,0.7922077922077921
returner,0.6660377358490567
explorer,0.5140350877192983
returner,0.8214285714285714
explorer,0.8777777777777775
explorer,0.609548167092924
returner,1.0
explorer,0.7178571428571427
explorer,0.7081632653061224
returner,0.6794117647058824
explorer,0.7549407114624508
explorer,0.6112185686653775
returner,0.9404761904761905
returner,0.6282051282051282
explorer,0.4742647058823529
returner,0.7644628099173555
returner,0.9365079365079364
returner,0.7267080745341613
explorer,0.5935483870967742
returner,0.7232142857142857
returner,0.6815476190476191
returner,0.5537190082644629
returner,0.8546511627906976
explorer,0.6816770186335404
explorer,0.39761904761904737
explorer,0.5686274509803919
explorer,0.7617021276595745
explorer,0.5175070028011204
returner,0.8571428571428571
explorer,0.6577540106951872
returner,0.5494791666666666
returner,0.6611721611721613
returner,0.8969696969696966
explorer,0.5298295454545454
explorer,0.6303475935828876
returner,0.9420289855072462
returner,0.6358974358974359
explorer,0.5972222222222221
returner,0.8703703703703701
returner,0.8357142857142856
returner,0.9259259259259262
explorer,0.9074074074074076
explorer,0.5869565217391306
returner,1.0
returner,0.7454268292682927
returner,0.8024691358024689
returner,0.8257575757575758
returner,0.42125237191650844
returner,0.9833333333333332
returner,0.7928571428571428
returner,0.5625
returner,0.6958333333333333
returner,0.48421052631578915
returner,0.8382352941176471
returner,0.8768472906403941
returner,0.8434782608695651
explorer,0.6341991341991342
explorer,0.4754716981132076
explorer,0.4740259740259738
explorer,0.828125
returner,0.625
returner,0.5672514619883039
returner,0.7180851063829787
returner,1.0
explorer,0.7156177156177159
returner,0.8214285714285714
returner,0.7828947368421053
returner,0.5813148788927335
returner,0.6031746031746034
explorer,0.894736842105263
returner,0.7569444444444444
returner,0.5758513931888544
returner,0.8303571428571429
explorer,0.765625
explorer,0.6572008113590264
returner,0.7083333333333334
returner,0.6024340770791075
explorer,0.6400580551523947
explorer,0.7298387096774194
returner,0.5927601809954752
explorer,0.4728506787330315
returner,0.875
explorer,0.575
explorer,0.8735632183908046
explorer,0.8958333333333334
returner,0.6517857142857143
explorer,0.4772727272727272
returner,0.514814814814815
returner,0.7027027027027026
returner,0.791304347826087
returner,0.6315789473684211
returner,0.6499999999999999
returner,0.6476190476190476
explorer,0.36532738095238093
explorer,0.523017902813299
returner,0.6732954545454548
returner,0.637037037037037
returner,0.7398190045248867
explorer,0.6541176470588235
returner,0.64
returner,0.7416879795396419
returner,0.92
explorer,0.6904761904761904
explorer,0.8974358974358974
returner,0.7796052631578947
returner,0.5609243697478992
returner,0.846153846153846
returner,0.72
explorer,0.5233333333333332
returner,0.5314401622718052
explorer,0.6181818181818185
explorer,0.571875
explorer,0.7916666666666667
explorer,0.5333333333333332
returner,0.5555555555555557
returner,0.8840579710144927
returner,0.66015625
returner,0.8124999999999999
explorer,0.514344262295082
returner,0.748235294117647
returner,0.7213541666666666
explorer,1.0
returner,0.6805555555555556
returner,0.6896551724137933
returner,0.8428571428571429
explorer,0.8095238095238095
returner,1.0
explorer,0.8095238095238096
explorer,0.49125
explorer,0.6875
returner,0.7835497835497833
explorer,0.5489056087551301
returner,0.7983193277310924
returner,1.0
explorer,0.7903225806451613
returner,0.6619047619047618
explorer,0.7211538461538461
returner,0.8347826086956524
explorer,0.5448275862068966
returner,0.7777777777777778
returner,0.7731481481481481
explorer,0.681159420289855
returner,0.7857142857142857
returner,0.6799999999999999
returner,0.8571428571428571
returner,0.875
explorer,0.6296296296296297
returner,0.8828125
returner,1.0
explorer,0.5099715099715098
explorer,0.3847376788553258
explorer,0.8131868131868132
explorer,0.6385281385281384
explorer,0.6282798833819242
explorer,0.5579584775086504
returner,0.9210526315789473
returner,0.78125
explorer,0.594068582020389
returner,0.6241032998565279
explorer,0.42222222222222217
explorer,0.5126050420168066
returner,0.8398268398268397
explorer,0.6950354609929076
returner,0.7562499999999999
returner,0.6895238095238095
returner,0.8399999999999999
