type_app,count_weeks
explorer,0.53125
returner,0.62
returner,0.7012987012987012
explorer,0.5115646258503399
explorer,0.6298245614035088
explorer,0.6336206896551724
explorer,0.47407407407407404
returner,0.7142857142857142
explorer,0.45927601809954727
returner,0.8086419753086419
explorer,0.8333333333333333
returner,0.7005347593582889
explorer,0.7232142857142858
explorer,0.6629629629629631
returner,1.0
explorer,0.49583333333333335
returner,0.7738095238095238
explorer,0.5962566844919787
explorer,0.7999999999999998
explorer,0.6919191919191919
explorer,0.6143174250832406
returner,0.4725
explorer,0.7024793388429753
returner,0.8333333333333334
explorer,0.6602564102564104
explorer,0.6666666666666669
explorer,0.45145089285714285
returner,0.776470588235294
explorer,0.4609306409130815
returner,0.9166666666666666
returner,0.7741935483870968
returner,0.9365079365079364
returner,0.9166666666666667
returner,0.9772727272727273
explorer,0.616216216216216
explorer,0.967741935483871
explorer,0.4537037037037037
explorer,0.7532679738562089
explorer,0.5982142857142857
explorer,0.6344827586206896
explorer,0.7757575757575755
explorer,0.37878787878787895
explorer,0.6953316953316954
explorer,0.5650623885918001
explorer,0.5132139812446715
explorer,0.5077145612343297
returner,0.6239316239316239
explorer,0.5882352941176471
returner,0.7
returner,1.0
explorer,0.5143288084464555
returner,0.8068181818181818
explorer,0.6156249999999998
explorer,0.6160130718954248
explorer,0.5501730103806227
returner,1.0
returner,0.6680672268907563
explorer,0.47289504036908875
explorer,0.4747340425531915
explorer,0.9130434782608695
returner,0.9545454545454545
returner,0.96875
returner,0.9066666666666666
returner,0.5062388591800355
explorer,0.6333333333333332
explorer,0.525735294117647
returner,0.8333333333333334
explorer,0.6547314578005113
explorer,0.7545787545787547
explorer,0.8355263157894737
returner,0.7583333333333333
explorer,0.7056451612903226
returner,0.8504273504273503
explorer,0.41745730550284615
explorer,0.43154761904761907
explorer,0.46035805626598447
explorer,0.5735294117647057
explorer,0.4661458333333333
returner,0.9204545454545454
explorer,0.6177777777777775
explorer,0.6470588235294117
returner,0.7091836734693878
explorer,0.6477272727272727
returner,0.625
returner,0.9090909090909093
returner,0.6852300242130749
returner,0.8620689655172413
returner,0.6375000000000001
explorer,0.5021008403361344
explorer,0.6558558558558558
explorer,0.9791666666666666
explorer,0.5591216216216216
returner,0.8452380952380952
returner,0.8928571428571429
returner,0.7889273356401383
explorer,0.9787234042553191
returner,0.7950664136622392
returner,0.892361111111111
returner,0.8686868686868687
explorer,0.7207977207977208
explorer,1.0
returner,0.8809523809523809
returner,0.8333333333333335
explorer,0.6930555555555554
returner,0.888888888888889
explorer,0.6840277777777778
explorer,0.6645768025078369
returner,0.6529411764705882
explorer,0.5766283524904212
returner,0.7082352941176469
explorer,0.8333333333333334
explorer,0.5674740484429065
returner,0.5986159169550173
explorer,0.514705882352941
explorer,0.565
returner,0.7556561085972852
returner,0.6701388888888887
returner,0.6055363321799309
returner,0.6565656565656567
returner,0.7888888888888891
explorer,0.42916666666666664
explorer,0.7104072398190044
explorer,0.6895161290322581
returner,0.5919899874843553
returner,0.6918238993710691
explorer,0.5535714285714286
explorer,0.6799999999999999
returner,0.7542857142857141
explorer,0.9555555555555556
returner,0.6724738675958187
explorer,0.6884057971014491
explorer,0.5084967320261438
explorer,0.6641975308641975
returner,0.9019607843137255
returner,0.5333333333333334
returner,1.0
explorer,0.4944852941176471
explorer,0.6393162393162394
explorer,0.5400390625
returner,0.6878787878787879
returner,0.9420289855072465
returner,0.3974358974358974
returner,0.6837944664031621
returner,0.8717948717948718
returner,0.6593406593406592
returner,0.7500000000000001
explorer,0.556066176470588
explorer,0.546712802768166
returner,0.773936170212766
explorer,0.5159313725490197
returner,0.6902356902356902
returner,0.7032520325203254
explorer,0.8484848484848485
explorer,0.9078014184397163
explorer,0.6428571428571431
returner,0.9090909090909091
explorer,0.893939393939394
returner,0.7160493827160495
returner,0.9135802469135804
explorer,0.5056320400500625
explorer,0.7402597402597402
explorer,1.0
returner,0.7777777777777776
explorer,0.7870370370370369
returner,0.5
returner,0.7946428571428571
returner,0.7901960784313726
returner,0.6910569105691058
explorer,0.4956597222222222
returner,0.707983193277311
explorer,0.5775641025641028
explorer,0.6604010025062658
explorer,0.5852941176470587
returner,0.5927601809954751
returner,0.6708333333333333
returner,0.7727272727272726
explorer,0.6339869281045749
explorer,0.8727272727272727
returner,0.6541666666666666
explorer,0.639705882352941
explorer,0.4901960784313723
explorer,0.5446808510638298
returner,0.6778711484593837
returner,0.8739495798319327
returner,0.6108870967741935
returner,0.657142857142857
returner,0.6088709677419355
explorer,0.5766233766233767
explorer,0.6607142857142854
returner,0.8045112781954886
explorer,0.6149732620320855
returner,0.8170731707317073
explorer,0.6046511627906976
explorer,0.5212418300653594
returner,0.6802884615384616
explorer,0.4791666666666667
returner,0.8541666666666666
explorer,0.5187165775401067
explorer,0.6563706563706563
explorer,0.5217391304347824
returner,0.7108843537414965
returner,0.8703703703703703
explorer,0.6755793226381461
explorer,0.7703703703703704
returner,0.8916666666666668
returner,0.8229166666666666
returner,0.5680147058823529
returner,0.6088235294117647
returner,0.7342995169082124
returner,0.6751918158567775
explorer,0.8916666666666667
returner,0.6606334841628959
returner,0.728735632183908
returner,0.7065217391304346
explorer,0.9122807017543859
explorer,0.9523809523809523
explorer,0.4402573529411763
explorer,0.4852941176470586
explorer,0.75
returner,0.6666666666666667
returner,0.6916666666666667
returner,0.880952380952381
explorer,0.825
returner,0.8194444444444444
explorer,0.4984375
explorer,0.85
returner,0.7745098039215684
explorer,0.7529411764705881
explorer,0.44494047619047616
returner,0.6244444444444445
returner,1.0
explorer,0.5673202614379083
returner,0.5676470588235294
returner,0.6376470588235293
explorer,0.609907120743034
explorer,0.7074074074074076
returner,0.7777777777777778
explorer,0.4870041039671681
returner,0.6953781512605042
explorer,0.756172839506173
returner,0.8722222222222221
returner,0.5647321428571429
returner,0.9791666666666666
returner,0.6725146198830408
explorer,0.7989130434782609
explorer,0.7111111111111111
explorer,0.6840659340659339
returner,0.574468085106383
returner,0.5
returner,0.8881118881118882
returner,0.8547008547008546
explorer,0.7714285714285715
explorer,0.9494949494949496
explorer,0.5984848484848485
returner,0.9852941176470589
explorer,0.768181818181818
returner,1.0
returner,0.7090620031796502
explorer,0.7435897435897435
explorer,0.4868778280542986
explorer,0.6497545008183305
explorer,0.5064171122994652
returner,0.7999999999999999
returner,0.6799999999999999
explorer,0.9464285714285714
returner,0.8555555555555556
explorer,0.6108597285067873
returner,1.0
explorer,0.5575447570332479
explorer,0.6363636363636362
explorer,0.561046511627907
explorer,0.5927083333333333
returner,0.9047619047619048
explorer,0.5111111111111112
returner,0.5238970588235294
explorer,0.49571078431372534
explorer,0.5828877005347592
returner,0.7095238095238094
returner,0.6505376344086023
explorer,0.4075630252100839
returner,0.7616438356164381
returner,0.8179487179487178
returner,0.9705882352941176
returner,0.6392156862745096
explorer,0.7420289855072462
explorer,0.3836734693877551
returner,0.7983193277310923
explorer,0.6695402298850575
explorer,0.5776397515527949
explorer,0.6483516483516484
explorer,0.7301587301587302
returner,0.9236111111111112
explorer,0.6372282608695652
explorer,0.55819774718398
explorer,0.6032831737346099
returner,0.7513513513513512
returner,0.8888888888888888
explorer,0.5727272727272726
returner,0.8
returner,0.7352941176470587
returner,1.0
returner,0.8935185185185185
explorer,0.8186813186813187
explorer,0.5070707070707071
explorer,0.6470588235294116
returner,0.7499999999999999
returner,0.781818181818182
explorer,0.5972850678733032
returner,0.8081395348837209
returner,0.95
explorer,0.6269841269841266
returner,0.88
returner,0.5735294117647058
explorer,0.5203619909502261
returner,0.8730158730158731
explorer,0.7827380952380955
explorer,0.45678271308523394
explorer,0.4392156862745099
explorer,0.3697916666666667
explorer,0.9259259259259259
explorer,0.7392795883361921
explorer,0.6298773690078037
explorer,0.5029761904761905
returner,0.7166666666666667
explorer,0.5668449197860962
returner,0.5257142857142858
explorer,0.7319347319347318
returner,0.8114035087719298
returner,0.732222222222222
explorer,0.608
explorer,0.4815340909090912
explorer,0.6488294314381272
returner,0.8105263157894735
explorer,0.501358695652174
returner,0.6928571428571428
returner,1.0
explorer,0.7954545454545454
returner,0.8148148148148148
explorer,0.4564705882352941
returner,0.7091836734693878
explorer,0.6053333333333332
returner,0.7679738562091503
explorer,0.6058558558558557
returner,0.7454545454545453
returner,0.7857142857142857
returner,0.45641025641025645
returner,0.8695652173913043
returner,0.7828571428571428
explorer,0.6875
explorer,0.9066666666666668
explorer,0.49572649572649585
explorer,0.6165289256198347
explorer,0.5038363171355498
returner,0.9388888888888889
explorer,0.5564102564102563
returner,1.0
returner,1.0
returner,0.5916666666666667
returner,0.6730769230769231
returner,0.6839506172839503
explorer,0.6875
explorer,0.564453125
explorer,1.0
returner,0.8138297872340425
returner,0.8468468468468472
returner,0.8959999999999999
explorer,0.518099547511312
returner,0.7985347985347985
explorer,0.5607142857142857
explorer,0.4740740740740741
returner,0.7
returner,0.9814814814814815
returner,1.0
returner,1.0
returner,0.8208333333333332
returner,0.874074074074074
explorer,0.5240709459459459
explorer,0.5131414267834792
returner,0.7370129870129872
explorer,0.5658627087198519
returner,0.674922600619195
returner,0.9166666666666666
returner,0.5666666666666667
returner,1.0
returner,0.6363636363636362
returner,0.8333333333333334
returner,0.7259615384615384
returner,0.5995475113122171
returner,0.6538461538461539
returner,0.870967741935484
explorer,0.60625
returner,0.8055555555555556
explorer,0.6404561824729891
returner,0.5133333333333334
explorer,0.5607142857142857
explorer,0.58875
explorer,0.5564903846153846
explorer,0.5172413793103448
returner,0.4570135746606334
explorer,0.7849056603773582
returner,0.7999999999999998
returner,0.8690476190476192
returner,0.8
explorer,0.48663101604278064
explorer,0.552469135802469
explorer,0.6061728395061728
returner,0.7884615384615384
returner,0.6182336182336182
explorer,0.5680272108843537
returner,0.6650717703349281
explorer,0.5854341736694677
returner,1.0
returner,0.7696078431372549
explorer,0.5890151515151518
explorer,0.5337995337995342
returner,0.9807692307692307
explorer,0.6216931216931217
explorer,0.6666666666666665
explorer,0.5514705882352939
explorer,0.49034240561896364
explorer,0.723809523809524
explorer,0.6417112299465241
returner,0.7619047619047619
returner,0.7110389610389611
explorer,0.6428571428571429
returner,0.614604462474645
returner,0.8163265306122449
returner,0.49000000000000005
explorer,0.44178921568627433
returner,0.8041666666666666
returner,0.82
returner,0.9034090909090909
explorer,0.7746212121212122
explorer,0.613425925925926
returner,0.868686868686869
returner,0.6145833333333334
returner,0.9893617021276596
returner,0.6841085271317832
explorer,0.5613810741687979
returner,0.9191919191919192
returner,0.7857142857142857
returner,0.8117647058823527
returner,0.7388888888888888
explorer,0.46120689655172414
returner,0.8749999999999999
returner,1.0
returner,0.6994047619047619
explorer,0.37632978723404253
explorer,0.44444444444444436
returner,0.6917562724014336
explorer,0.7560975609756095
explorer,0.6363636363636366
explorer,0.5287456445993033
explorer,0.6030701754385964
explorer,0.4074074074074073
explorer,0.45681818181818185
explorer,0.5424107142857143
explorer,0.8068965517241379
explorer,0.8787878787878787
returner,0.7931034482758621
returner,0.8106060606060607
explorer,0.6222222222222221
returner,0.7028571428571428
returner,0.892156862745098
returner,0.6942148760330576
explorer,0.4719551282051282
explorer,0.7636363636363636
explorer,0.9130434782608695
returner,0.7139037433155079
returner,0.4299719887955182
explorer,0.6607142857142857
explorer,0.49767801857585126
returner,0.8484848484848484
returner,0.8685714285714287
returner,0.7181818181818181
explorer,0.5909090909090909
returner,0.6619047619047619
explorer,0.6457142857142856
returner,0.5373737373737374
returner,0.7499999999999999
returner,0.8511904761904759
explorer,0.6629629629629631
returner,0.7313195548489666
returner,0.7692307692307693
explorer,0.7023809523809524
returner,0.5935828877005349
explorer,0.5416666666666666
explorer,0.4863297431648713
returner,1.0
returner,0.7375565610859729
returner,0.875
returner,0.5834914611005692
explorer,0.5759803921568626
explorer,0.7187500000000001
explorer,0.5475113122171945
explorer,0.5944148936170213
explorer,0.6527777777777778
explorer,0.5425963488843812
explorer,0.46470588235294097
explorer,0.8363636363636363
explorer,0.6904761904761906
returner,0.8240000000000001
explorer,0.49695740365111546
returner,1.0
returner,0.659536541889483
explorer,0.464788732394366
explorer,0.5285338015803336
explorer,0.9365079365079365
explorer,0.5822695035460993
explorer,0.4162895927601808
returner,1.0
explorer,0.6071428571428571
returner,0.5961844197138313
explorer,0.7789473684210527
returner,0.8272727272727273
explorer,0.5976190476190477
explorer,0.6415441176470589
returner,0.8039772727272727
returner,0.6317135549872124
explorer,0.8315217391304348
returner,0.7999999999999999
explorer,0.5262096774193549
explorer,0.5333333333333332
explorer,0.5541125541125542
explorer,0.744736842105263
explorer,0.703125
explorer,0.4639468690702085
returner,0.675
returner,0.8222222222222222
returner,0.911764705882353
explorer,0.6628571428571428
returner,0.7519999999999998
explorer,0.6526610644257702
explorer,0.5924369747899159
returner,0.6647727272727273
explorer,0.6868686868686867
explorer,0.49037433155080207
explorer,0.6328125
returner,0.9268292682926828
explorer,0.8171428571428572
explorer,0.4714285714285714
explorer,0.6247086247086248
explorer,0.7151515151515152
explorer,0.5895424836601307
explorer,0.4308943089430894
returner,0.6622222222222222
returner,0.8173913043478259
returner,0.9629629629629629
returner,0.5803571428571429
explorer,0.6050420168067226
returner,0.918918918918919
explorer,0.7066115702479338
returner,0.6153846153846152
returner,0.740484429065744
returner,0.7171428571428571
returner,0.86875
explorer,0.6910569105691056
explorer,0.8564102564102563
returner,0.7904040404040404
returner,0.8416666666666667
returner,0.748768472906404
returner,0.9537037037037037
returner,0.661111111111111
returner,0.752
explorer,0.6035087719298246
returner,0.7413793103448275
explorer,0.7229166666666667
explorer,0.6163682864450127
explorer,0.45006839945280425
explorer,0.4810636583400483
returner,0.7500000000000001
returner,0.8518518518518517
explorer,0.463235294117647
returner,0.8333333333333334
returner,0.7916666666666666
returner,0.8830409356725146
explorer,0.5040404040404038
explorer,0.5429411764705881
explorer,0.5372148859543817
explorer,0.35294117647058804
explorer,0.875
explorer,0.4230769230769231
returner,0.6141456582633052
explorer,0.5957264957264955
explorer,0.5043859649122807
explorer,0.6003460207612455
returner,0.84375
returner,1.0
returner,0.8535714285714284
returner,0.5910364145658262
returner,0.890909090909091
explorer,0.478174603174603
returner,0.675
explorer,0.3898623279098873
returner,0.8097165991902835
returner,0.9583333333333334
returner,0.7578947368421053
explorer,0.5602941176470587
explorer,0.5833333333333331
returner,0.803125
explorer,0.4943977591036413
explorer,0.9767441860465116
