avg_new,avg_old
0.653926467406664,0.8362480242006185
0.653926467406664,0.8690378470236095
0.1941560144409574,0.251314428280906
0.5596157879354227,0.45953232937844024
0.20763936477824455,0.3794896217049038
0.3483066942682158,0.28768207245178085
0.3566749439387324,0.8266785731844679
0.26236426446749106,0.3364722366212129
0.4519851237430572,0.13353139262452257
0.07410797215372183,0.14310084364067324
0.579818495252942,0.4519851237430572
0.653926467406664,0.653926467406664
0.10536051565782635,0.20067069546215124
0.8023464725249373,0.6931471805599453
0.06899287148695142,0.13353139262452257
0.6931471805599453,0.5705448584676129
0.08004270767353636,0.4054651081081644
0.1823215567939546,0.47000362924573563
0.5978370007556205,0.5465437063680699
0.4519851237430572,0.6567795363890705
0.4054651081081644,0.4054651081081644
0.47000362924573563,0.5877866649021191
0.4054651081081644,0.4054651081081644
0.6418538861723947,0.6418538861723947
0.4519851237430572,0.13353139262452257
0.28768207245178085,0.5108256237659906
0.07410797215372183,0.26826398659467937
0.4054651081081644,0.13353139262452257
0.5108256237659906,0.6931471805599453
0.8023464725249373,0.26826398659467937
0.5705448584676129,0.26826398659467937
0.49643688631389105,0.5389965007326871
0.36772478012531734,0.5753641449035618
0.8574502318512216,0.5389965007326871
0.7308875085427922,0.26826398659467937
0.22314355131420976,0.22314355131420976
0.7672551527136672,0.5260930958967791
0.653926467406664,0.6931471805599453
0.14310084364067324,0.14310084364067324
0.6131044728864089,0.43078291609245417
0.26826398659467937,0.26826398659467937
0.3794896217049038,0.20763936477824455
0.45953232937844024,0.5108256237659906
0.8023464725249373,0.6131044728864089
0.5596157879354227,0.4054651081081644
0.6286086594223741,0.4855078157817008
0.3566749439387324,0.3053816495511819
0.3566749439387324,0.579818495252942
0.3053816495511819,0.251314428280906
0.28768207245178085,0.20067069546215124
0.8362480242006185,0.6931471805599453
0.6931471805599453,0.8209805520698301
0.5705448584676129,0.20763936477824455
1.0498221244986776,1.0745147370890493
0.1941560144409574,0.3053816495511819
0.6131044728864089,0.32542240043462795
1.252762968495368,0.4855078157817008
0.43078291609245417,0.14310084364067324
0.5108256237659906,0.6505875661411493
0.9444616088408513,0.8266785731844679
0.26826398659467937,0.32542240043462795
0.13353139262452257,0.06899287148695142
0.3566749439387324,0.251314428280906
0.4795730802618863,0.32542240043462795
0.5705448584676129,0.653926467406664
0.6190392084062235,0.3053816495511819
0.6931471805599453,0.579818495252942
0.8362480242006185,0.8023464725249373
0.7672551527136672,0.8690378470236095
0.06899287148695142,0.13353139262452257
0.6131044728864089,0.6931471805599453
0.1941560144409574,0.251314428280906
0.1823215567939546,0.6931471805599453
0.5705448584676129,0.14310084364067324
0.7621400520468967,0.3053816495511819
0.6567795363890705,0.6567795363890705
0.26826398659467937,0.3794896217049038
0.43078291609245417,0.43078291609245417
0.9444616088408513,0.4519851237430572
0.6131044728864089,0.6931471805599453
0.8023464725249373,0.6931471805599453
0.4519851237430572,0.3566749439387324
0.7672551527136672,0.7672551527136672
0.251314428280906,0.49643688631389105
0.5260930958967791,0.32542240043462795
