count,use_range
1058,885.3402799999999
1021,887.3387778947367
1024,889.3372757894736
1072,891.3357736842104
976,893.3342715789473
1008,895.3327694736842
1017,897.331267368421
1046,899.3297652631578
976,901.3282631578946
1012,903.3267610526315
1062,905.3252589473683
960,907.3237568421051
989,909.322254736842
961,911.3207526315789
916,913.3192505263157
972,915.3177484210526
969,917.3162463157894
952,919.3147442105262
933,921.313242105263
901,923.3117399999999
921,925.3102378947367
860,927.3087357894735
911,929.3072336842105
872,931.3057315789473
955,933.3042294736841
894,935.302727368421
904,937.3012252631578
894,939.2997231578946
810,941.2982210526314
918,943.2967189473683
867,945.2952168421051
844,947.293714736842
872,949.2922126315789
825,951.2907105263157
890,953.2892084210525
863,955.2877063157894
852,957.2862042105262
851,959.284702105263
818,961.2831999999999
784,963.2816978947367
861,965.2801957894736
807,967.2786936842105
801,969.2771915789473
802,971.2756894736841
792,973.2741873684209
789,975.2726852631578
830,977.2711831578946
805,979.2696810526314
816,981.2681789473684
791,983.2666768421052
783,985.265174736842
776,987.2636726315789
750,989.2621705263157
801,991.2606684210525
781,993.2591663157893
808,995.2576642105262
797,997.256162105263
749,999.25466
775,1001.2531578947368
714,1003.2516557894736
789,1005.2501536842104
751,1007.2486515789473
747,1009.2471494736841
674,1011.2456473684209
682,1013.2441452631577
732,1015.2426431578946
644,1017.2411410526315
697,1019.2396389473683
737,1021.2381368421052
731,1023.236634736842
661,1025.2351326315788
690,1027.2336305263157
672,1029.2321284210525
707,1031.2306263157893
618,1033.2291242105262
650,1035.227622105263
651,1037.2261199999998
631,1039.2246178947366
665,1041.2231157894735
681,1043.2216136842105
621,1045.2201115789474
606,1047.2186094736842
661,1049.217107368421
577,1051.2156052631578
658,1053.2141031578947
625,1055.2126010526315
630,1057.2110989473683
620,1059.2095968421052
631,1061.208094736842
570,1063.2065926315788
616,1065.2050905263156
574,1067.2035884210525
556,1069.2020863157893
669,1071.2005842105261
583,1073.199082105263
571,1075.1975799999998
589,1077.1960778947366
602,1079.1945757894737
590,1081.1930736842105
610,1083.1915715789473
632,1085.1900694736842
559,1087.188567368421
537,1089.1870652631578
563,1091.1855631578946
557,1093.1840610526315
535,1095.1825589473683
573,1097.1810568421051
613,1099.179554736842
606,1101.1780526315788
577,1103.1765505263156
556,1105.1750484210525
553,1107.1735463157893
556,1109.172044210526
602,1111.170542105263
550,1113.1690399999998
568,1115.1675378947368
532,1117.1660357894737
570,1119.1645336842105
529,1121.1630315789473
562,1123.1615294736841
532,1125.160027368421
549,1127.1585252631578
533,1129.1570231578946
576,1131.1555210526315
530,1133.1540189473683
592,1135.1525168421051
535,1137.151014736842
579,1139.1495126315788
546,1141.1480105263156
534,1143.1465084210524
541,1145.1450063157893
531,1147.143504210526
538,1149.1420021052631
503,1151.1405
569,1153.1389978947368
551,1155.1374957894736
558,1157.1359936842105
527,1159.1344915789473
529,1161.1329894736841
458,1163.131487368421
500,1165.1299852631578
524,1167.1284831578946
528,1169.1269810526314
523,1171.1254789473683
508,1173.123976842105
492,1175.122474736842
528,1177.1209726315788
495,1179.1194705263156
513,1181.1179684210524
484,1183.1164663157892
505,1185.1149642105263
513,1187.1134621052631
491,1189.11196
496,1191.1104578947368
487,1193.1089557894736
480,1195.1074536842104
505,1197.1059515789473
484,1199.104449473684
524,1201.102947368421
472,1203.1014452631578
506,1205.0999431578946
490,1207.0984410526314
500,1209.0969389473682
514,1211.095436842105
468,1213.093934736842
497,1215.0924326315787
488,1217.0909305263156
488,1219.0894284210524
480,1221.0879263157894
484,1223.0864242105263
484,1225.084922105263
470,1227.08342
516,1229.0819178947368
474,1231.0804157894736
469,1233.0789136842104
442,1235.0774115789472
489,1237.075909473684
477,1239.074407368421
482,1241.0729052631577
484,1243.0714031578946
464,1245.0699010526314
458,1247.0683989473682
494,1249.066896842105
477,1251.0653947368419
457,1253.0638926315787
455,1255.0623905263158
458,1257.0608884210526
455,1259.0593863157894
465,1261.0578842105263
458,1263.056382105263
457,1265.05488
444,1267.0533778947367
436,1269.0518757894736
437,1271.0503736842104
462,1273.0488715789472
423,1275.047369473684
465,1277.0458673684209
448,1279.0443652631577
447,1281.0428631578945
441,1283.0413610526314
463,1285.0398589473682
443,1287.038356842105
410,1289.0368547368419
427,1291.035352631579
428,1293.0338505263157
450,1295.0323484210526
456,1297.0308463157894
451,1299.0293442105262
429,1301.027842105263
429,1303.02634
455,1305.0248378947367
460,1307.0233357894735
393,1309.0218336842104
437,1311.0203315789472
458,1313.018829473684
466,1315.0173273684209
452,1317.0158252631577
405,1319.0143231578945
393,1321.0128210526314
420,1323.0113189473682
428,1325.009816842105
420,1327.008314736842
362,1329.006812631579
413,1331.0053105263157
423,1333.0038084210526
383,1335.0023063157894
309,1337.0008042105262
363,1338.999302105263
377,1340.9977999999999
413,1342.9962978947367
375,1344.9947957894735
369,1346.9932936842104
374,1348.9917915789472
355,1350.990289473684
366,1352.9887873684208
349,1354.9872852631577
337,1356.9857831578945
347,1358.9842810526313
361,1360.9827789473684
339,1362.9812768421052
373,1364.979774736842
343,1366.9782726315789
339,1368.9767705263157
352,1370.9752684210525
335,1372.9737663157894
374,1374.9722642105262
307,1376.970762105263
322,1378.9692599999998
349,1380.9677578947367
289,1382.9662557894735
344,1384.9647536842103
336,1386.9632515789472
317,1388.961749473684
314,1390.9602473684208
284,1392.9587452631577
345,1394.9572431578945
322,1396.9557410526315
313,1398.9542389473684
310,1400.9527368421052
326,1402.951234736842
309,1404.9497326315789
292,1406.9482305263157
303,1408.9467284210525
316,1410.9452263157893
293,1412.9437242105262
309,1414.942222105263
346,1416.9407199999998
326,1418.9392178947367
294,1420.9377157894735
286,1422.9362136842103
315,1424.9347115789471
294,1426.933209473684
281,1428.9317073684208
303,1430.9302052631576
299,1432.9287031578947
273,1434.9272010526315
342,1436.9256989473683
300,1438.9241968421052
291,1440.922694736842
279,1442.9211926315788
292,1444.9196905263157
291,1446.9181884210525
296,1448.9166863157893
322,1450.9151842105261
287,1452.913682105263
303,1454.9121799999998
306,1456.9106778947366
273,1458.9091757894735
289,1460.9076736842103
286,1462.9061715789471
285,1464.904669473684
281,1466.903167368421
277,1468.9016652631578
283,1470.9001631578947
263,1472.8986610526315
277,1474.8971589473683
258,1476.8956568421052
283,1478.894154736842
273,1480.8926526315788
281,1482.8911505263156
237,1484.8896484210525
278,1486.8881463157893
275,1488.8866442105261
274,1490.885142105263
243,1492.8836399999998
232,1494.8821378947366
241,1496.8806357894734
256,1498.8791336842103
288,1500.877631578947
263,1502.8761294736842
296,1504.874627368421
270,1506.8731252631578
274,1508.8716231578946
242,1510.8701210526315
241,1512.8686189473683
286,1514.8671168421051
294,1516.865614736842
263,1518.8641126315788
246,1520.8626105263156
254,1522.8611084210524
267,1524.8596063157893
249,1526.858104210526
268,1528.856602105263
231,1530.8550999999998
252,1532.8535978947366
285,1534.8520957894734
238,1536.8505936842105
266,1538.8490915789473
262,1540.8475894736841
256,1542.846087368421
264,1544.8445852631578
230,1546.8430831578946
255,1548.8415810526315
247,1550.8400789473683
226,1552.838576842105
254,1554.837074736842
288,1556.8355726315788
254,1558.8340705263156
243,1560.8325684210524
247,1562.8310663157893
253,1564.829564210526
269,1566.828062105263
301,1568.8265599999997
258,1570.8250578947366
234,1572.8235557894736
249,1574.8220536842105
256,1576.8205515789473
244,1578.8190494736841
254,1580.817547368421
277,1582.8160452631578
236,1584.8145431578946
244,1586.8130410526314
233,1588.8115389473683
258,1590.810036842105
239,1592.808534736842
224,1594.8070326315787
254,1596.8055305263156
268,1598.8040284210524
266,1600.8025263157892
260,1602.801024210526
229,1604.799522105263
242,1606.7980199999997
253,1608.7965178947368
289,1610.7950157894736
234,1612.7935136842104
229,1614.7920115789473
234,1616.790509473684
247,1618.789007368421
247,1620.7875052631578
250,1622.7860031578946
251,1624.7845010526314
220,1626.7829989473682
234,1628.781496842105
208,1630.779994736842
246,1632.7784926315787
267,1634.7769905263156
246,1636.7754884210524
252,1638.7739863157892
249,1640.772484210526
221,1642.770982105263
260,1644.76948
254,1646.7679778947368
213,1648.7664757894736
238,1650.7649736842104
242,1652.7634715789472
220,1654.761969473684
230,1656.760467368421
257,1658.7589652631577
226,1660.7574631578946
215,1662.7559610526314
233,1664.7544589473682
223,1666.752956842105
211,1668.7514547368419
221,1670.7499526315787
229,1672.7484505263155
226,1674.7469484210524
249,1676.7454463157892
232,1678.7439442105263
215,1680.742442105263
226,1682.74094
234,1684.7394378947367
237,1686.7379357894736
215,1688.7364336842104
225,1690.7349315789472
260,1692.733429473684
211,1694.7319273684209
220,1696.7304252631577
228,1698.7289231578945
220,1700.7274210526314
224,1702.7259189473682
197,1704.724416842105
237,1706.7229147368419
203,1708.7214126315787
224,1710.7199105263155
204,1712.7184084210523
233,1714.7169063157894
230,1716.7154042105262
228,1718.713902105263
211,1720.7124
213,1722.7108978947367
202,1724.7093957894735
188,1726.7078936842104
226,1728.7063915789472
206,1730.704889473684
226,1732.7033873684209
246,1734.7018852631577
248,1736.7003831578945
200,1738.6988810526314
201,1740.6973789473682
214,1742.695876842105
216,1744.6943747368418
198,1746.6928726315787
192,1748.6913705263157
212,1750.6898684210526
204,1752.6883663157894
209,1754.6868642105262
194,1756.685362105263
227,1758.6838599999999
211,1760.6823578947367
211,1762.6808557894735
183,1764.6793536842104
209,1766.6778515789472
205,1768.676349473684
220,1770.6748473684208
211,1772.6733452631577
218,1774.6718431578945
215,1776.6703410526313
212,1778.6688389473682
220,1780.667336842105
203,1782.6658347368418
213,1784.6643326315789
207,1786.6628305263157
200,1788.6613284210525
206,1790.6598263157894
205,1792.6583242105262
200,1794.656822105263
213,1796.6553199999998
205,1798.6538178947367
207,1800.6523157894735
215,1802.6508136842103
190,1804.6493115789472
192,1806.647809473684
206,1808.6463073684208
205,1810.6448052631577
202,1812.6433031578945
191,1814.6418010526313
200,1816.6402989473681
216,1818.638796842105
212,1820.637294736842
197,1822.6357926315789
175,1824.6342905263157
218,1826.6327884210525
216,1828.6312863157893
195,1830.6297842105262
185,1832.628282105263
186,1834.6267799999998
174,1836.6252778947367
184,1838.6237757894735
164,1840.6222736842103
205,1842.6207715789471
182,1844.619269473684
159,1846.6177673684208
175,1848.6162652631576
158,1850.6147631578945
186,1852.6132610526313
172,1854.6117589473683
168,1856.6102568421052
196,1858.608754736842
160,1860.6072526315788
184,1862.6057505263157
166,1864.6042484210525
162,1866.6027463157893
181,1868.6012442105261
166,1870.599742105263
166,1872.5982399999998
169,1874.5967378947366
169,1876.5952357894735
181,1878.5937336842103
165,1880.5922315789471
162,1882.590729473684
154,1884.5892273684208
152,1886.5877252631576
172,1888.5862231578944
158,1890.5847210526315
164,1892.5832189473683
173,1894.5817168421052
161,1896.580214736842
163,1898.5787126315788
191,1900.5772105263156
186,1902.5757084210525
144,1904.5742063157893
148,1906.5727042105261
138,1908.571202105263
163,1910.5696999999998
167,1912.5681978947366
171,1914.5666957894734
181,1916.5651936842103
168,1918.563691578947
164,1920.562189473684
170,1922.5606873684208
151,1924.5591852631576
178,1926.5576831578946
153,1928.5561810526315
162,1930.5546789473683
165,1932.5531768421051
145,1934.551674736842
165,1936.5501726315788
146,1938.5486705263156
159,1940.5471684210524
171,1942.5456663157893
136,1944.544164210526
134,1946.542662105263
165,1948.5411599999998
161,1950.5396578947366
160,1952.5381557894734
177,1954.5366536842103
136,1956.535151578947
144,1958.533649473684
161,1960.532147368421
145,1962.5306452631578
166,1964.5291431578946
171,1966.5276410526315
165,1968.5261389473683
150,1970.524636842105
157,1972.523134736842
168,1974.5216326315788
168,1976.5201305263156
135,1978.5186284210524
160,1980.5171263157893
164,1982.515624210526
155,1984.514122105263
166,1986.5126199999997
156,1988.5111178947366
143,1990.5096157894734
143,1992.5081136842102
142,1994.506611578947
170,1996.5051094736841
146,1998.503607368421
151,2000.5021052631578
102,2002.5006031578946
123,2004.4991010526314
121,2006.4975989473683
114,2008.496096842105
111,2012.4930926315787
112,2016.4900884210524
106,2018.4885863157892
107,2020.487084210526
114,2022.485582105263
102,2024.4840799999997
104,2028.4810757894734
110,2030.4795736842102
101,2032.4780715789473
109,2036.475067368421
101,2046.467556842105
103,2058.4585442105263
107,2060.457042105263
106,2070.4495315789472
102,2092.433008421053
102,2104.423995789474
106,2168.375928421053
